PGE,SCE,SDGE,VEA,CAISO,timestamp
11548.92,11391.19,2478.52,62.18,25480.8,2024-03-18 20:00:00
11690.74,11173.54,2421.88,60.84,25347.0,2024-03-18 21:00:00
11294.04,10970.7,2313.6,57.58,24635.92,2024-03-18 22:00:00
10435.66,10361.21,2149.28,54.59,23000.74,2024-03-18 23:00:00
9667.37,9942.3,1981.82,53.07,21644.56,2024-03-19 00:00:00
9589.85,9689.18,2004.61,52.09,21335.72,2024-03-19 01:00:00
9350.21,9258.01,1966.04,52.03,20626.29,2024-03-19 02:00:00
9520.67,9144.38,1894.41,53.88,20613.34,2024-03-19 03:00:00
9446.65,8871.37,1847.55,57.09,20222.66,2024-03-19 04:00:00
9140.72,8965.71,1874.02,62.16,20042.61,2024-03-19 05:00:00
9551.56,9301.25,1968.18,70.72,20891.71,2024-03-19 06:00:00
10385.38,10076.59,2183.36,79.19,22724.52,2024-03-19 07:00:00
11229.38,10287.77,2327.39,82.48,23927.02,2024-03-19 08:00:00
11047.02,10588.67,2202.17,121.56,23959.42,2024-03-19 09:00:00
10435.32,10350.08,1968.37,124.34,22878.11,2024-03-19 10:00:00
9026.49,10534.1,1845.92,116.68,21523.18,2024-03-19 11:00:00
8252.35,10890.3,1550.33,83.46,20776.43,2024-03-19 12:00:00
7772.23,10769.98,1453.91,104.53,20100.64,2024-03-19 13:00:00
7453.04,10445.22,1472.61,66.11,19436.98,2024-03-19 14:00:00
7313.18,9771.45,1463.19,52.98,18600.8,2024-03-19 15:00:00
7681.6,9311.49,1348.14,48.31,18389.53,2024-03-19 16:00:00
8693.64,9390.75,1677.31,51.81,19813.51,2024-03-19 17:00:00
9561.97,10232.43,1999.81,57.11,21851.32,2024-03-19 18:00:00
10938.63,10791.85,2264.59,55.89,24050.96,2024-03-19 19:00:00
11611.76,11464.85,2473.05,60.83,25610.49,2024-03-19 20:00:00
11515.41,11349.63,2430.34,59.5,25354.88,2024-03-19 21:00:00
11152.6,10970.14,2315.61,55.58,24493.93,2024-03-19 22:00:00
10355.24,10271.9,2137.98,51.54,22816.66,2024-03-19 23:00:00
9808.2,9630.86,1969.39,49.74,21458.19,2024-03-20 00:00:00
9601.68,9268.79,2019.52,48.32,20938.31,2024-03-20 01:00:00
9330.53,9093.62,1995.61,47.9,20467.67,2024-03-20 02:00:00
9202.99,8724.43,1852.61,49.01,19829.04,2024-03-20 03:00:00
9032.37,8577.92,1824.98,51.29,19486.57,2024-03-20 04:00:00
9195.64,8653.01,1834.56,56.25,19739.46,2024-03-20 05:00:00
9558.76,9291.74,1949.29,64.33,20864.13,2024-03-20 06:00:00
10437.39,9980.27,2159.33,73.1,22650.09,2024-03-20 07:00:00
11563.24,10218.86,2269.72,74.88,24126.7,2024-03-20 08:00:00
11388.37,10602.47,2201.45,111.9,24304.19,2024-03-20 09:00:00
10420.21,10461.44,1894.95,121.38,22897.98,2024-03-20 10:00:00
9496.33,10952.79,1707.47,87.01,22243.61,2024-03-20 11:00:00
8314.83,10880.88,1579.68,110.12,20885.51,2024-03-20 12:00:00
7714.19,10940.98,1402.85,98.69,20156.71,2024-03-20 13:00:00
7701.93,10482.38,1358.37,75.59,19618.27,2024-03-20 14:00:00
7658.42,9737.64,1197.51,46.58,18640.15,2024-03-20 15:00:00
7785.56,9554.87,1303.27,48.95,18692.62,2024-03-20 16:00:00
8657.15,9522.22,1557.15,58.7,19795.23,2024-03-20 17:00:00
9848.13,10225.79,1938.2,58.78,22070.9,2024-03-20 18:00:00
10940.08,10816.05,2236.5,56.67,24049.3,2024-03-20 19:00:00
11481.07,11501.31,2380.82,60.51,25423.7,2024-03-20 20:00:00
11415.25,11371.05,2387.69,58.84,25232.84,2024-03-20 21:00:00
11142.9,11014.37,2319.21,54.73,24531.2,2024-03-20 22:00:00
10429.8,10363.64,2136.74,51.66,22981.84,2024-03-20 23:00:00
9939.56,9798.63,2076.26,49.0,21863.45,2024-03-21 00:00:00
9578.58,9260.41,2091.34,46.52,20976.86,2024-03-21 01:00:00
9333.97,8818.11,2025.91,45.75,20223.74,2024-03-21 02:00:00
9056.6,8619.87,1971.49,46.69,19694.65,2024-03-21 03:00:00
9014.4,8514.89,1950.25,48.76,19528.3,2024-03-21 04:00:00
9160.86,8588.33,1902.72,52.63,19704.53,2024-03-21 05:00:00
9613.62,9130.96,1981.99,58.86,20785.43,2024-03-21 06:00:00
10543.16,9986.43,2162.26,66.32,22758.17,2024-03-21 07:00:00
11409.36,10193.39,2206.39,70.45,23879.61,2024-03-21 08:00:00
11188.23,10419.18,2166.41,113.82,23887.64,2024-03-21 09:00:00
10525.23,10313.96,1961.61,119.21,22920.01,2024-03-21 10:00:00
9161.57,10617.07,1654.15,85.77,21518.56,2024-03-21 11:00:00
8228.02,10008.38,1447.75,82.12,19766.26,2024-03-21 12:00:00
7739.44,9832.9,1292.24,100.46,18965.04,2024-03-21 13:00:00
7452.42,9849.5,1147.13,80.27,18529.32,2024-03-21 14:00:00
7574.4,9690.24,1295.27,55.83,18615.74,2024-03-21 15:00:00
8209.49,9737.5,1295.06,49.9,19291.96,2024-03-21 16:00:00
9105.27,9773.91,1550.0,51.95,20481.13,2024-03-21 17:00:00
10119.09,10185.52,2057.17,54.28,22416.06,2024-03-21 18:00:00
10703.34,10803.14,2281.15,56.53,23844.16,2024-03-21 19:00:00
11485.26,11455.39,2420.37,60.21,25421.23,2024-03-21 20:00:00
11572.79,11466.86,2374.16,58.77,25472.58,2024-03-21 21:00:00
11187.27,11158.33,2312.05,55.08,24712.73,2024-03-21 22:00:00
10469.48,10477.72,2105.5,51.97,23104.67,2024-03-21 23:00:00
9804.94,9856.92,2028.13,49.57,21739.55,2024-03-22 00:00:00
9496.92,9360.86,2037.2,47.99,20942.97,2024-03-22 01:00:00
9244.24,9107.47,1998.98,46.72,20397.41,2024-03-22 02:00:00
9081.68,8849.12,1939.2,47.6,19917.6,2024-03-22 03:00:00
9026.65,8730.11,1876.75,49.56,19683.07,2024-03-22 04:00:00
8962.1,8789.68,1807.37,52.48,19611.63,2024-03-22 05:00:00
9531.04,9298.63,1923.51,59.33,20812.51,2024-03-22 06:00:00
10529.07,10157.69,2192.28,66.16,22945.2,2024-03-22 07:00:00
11382.23,10365.9,2262.18,69.11,24079.42,2024-03-22 08:00:00
11116.68,10370.19,2175.04,77.13,23739.05,2024-03-22 09:00:00
10170.37,10222.75,2024.52,81.1,22498.74,2024-03-22 10:00:00
9302.94,10623.01,1920.5,113.27,21959.72,2024-03-22 11:00:00
8584.5,10867.36,1556.01,111.43,21119.3,2024-03-22 12:00:00
8682.19,10846.67,1334.49,109.02,20972.37,2024-03-22 13:00:00
9375.01,10747.48,1355.58,83.61,21561.68,2024-03-22 14:00:00
9745.84,10885.64,1398.07,57.8,22087.35,2024-03-22 15:00:00
9949.87,10573.75,1448.94,46.2,22018.76,2024-03-22 16:00:00
10335.15,9912.31,1585.75,50.46,21883.67,2024-03-22 17:00:00
10999.69,9853.59,1939.34,56.06,22848.68,2024-03-22 18:00:00
11087.45,10354.03,2242.15,52.82,23736.45,2024-03-22 19:00:00
11396.36,10992.94,2396.53,57.59,24843.42,2024-03-22 20:00:00
11339.28,10870.01,2362.49,56.99,24628.77,2024-03-22 21:00:00
10935.21,10660.84,2286.22,54.66,23936.93,2024-03-22 22:00:00
10361.7,10211.76,2142.09,51.24,22766.79,2024-03-22 23:00:00
9830.41,9720.2,1995.44,49.21,21595.26,2024-03-23 00:00:00
9600.0,9277.77,2021.83,47.6,20947.19,2024-03-23 01:00:00
9345.07,8891.94,1938.65,46.79,20222.44,2024-03-23 02:00:00
9147.86,8617.72,1864.37,46.32,19676.26,2024-03-23 03:00:00
9046.51,8454.32,1806.02,46.4,19353.25,2024-03-23 04:00:00
8884.99,8440.94,1779.74,47.85,19153.52,2024-03-23 05:00:00
9052.52,8609.73,1799.98,51.47,19513.69,2024-03-23 06:00:00
9416.98,8996.3,1914.16,56.05,20383.49,2024-03-23 07:00:00
9694.07,9121.08,1857.64,58.75,20731.55,2024-03-23 08:00:00
9651.34,9360.44,1795.42,61.3,20868.5,2024-03-23 09:00:00
9485.51,9773.78,1513.45,57.09,20829.83,2024-03-23 10:00:00
8922.13,10287.84,1503.88,73.84,20787.69,2024-03-23 11:00:00
8542.39,10551.16,1752.19,92.26,20938.0,2024-03-23 12:00:00
8148.89,10572.31,1849.26,99.26,20669.71,2024-03-23 13:00:00
7656.03,10560.5,2140.43,67.86,20424.82,2024-03-23 14:00:00
7379.76,9842.13,2265.69,84.05,19571.63,2024-03-23 15:00:00
8165.5,9223.98,2262.35,98.07,19749.92,2024-03-23 16:00:00
8673.03,8696.58,1888.78,99.0,19357.4,2024-03-23 17:00:00
10003.59,8831.75,1781.66,69.79,20686.8,2024-03-23 18:00:00
10145.62,9287.68,2148.12,56.31,21637.73,2024-03-23 19:00:00
10839.79,10112.09,2319.45,63.14,23334.47,2024-03-23 20:00:00
10804.23,10190.24,2305.05,63.06,23362.6,2024-03-23 21:00:00
10492.59,10169.51,2252.16,61.79,22976.06,2024-03-23 22:00:00
10041.11,9788.38,2126.69,60.19,22016.36,2024-03-23 23:00:00
9685.44,9455.55,1997.45,58.61,21197.05,2024-03-24 00:00:00
9437.26,9138.41,2013.87,58.57,20648.11,2024-03-24 01:00:00
9322.59,8861.81,1997.96,58.68,20241.04,2024-03-24 02:00:00
8898.91,8559.85,1926.47,58.89,19444.12,2024-03-24 03:00:00
8896.65,8474.09,1903.82,60.11,19334.68,2024-03-24 04:00:00
8893.83,8379.73,1881.16,62.77,19217.5,2024-03-24 05:00:00
8870.34,8508.11,1809.3,67.96,19255.7,2024-03-24 06:00:00
9119.16,8708.17,1856.9,75.25,19759.49,2024-03-24 07:00:00
9377.85,8797.38,1854.71,79.73,20109.68,2024-03-24 08:00:00
9644.77,8890.24,1796.58,79.88,20411.46,2024-03-24 09:00:00
9122.06,8845.49,1623.23,75.12,19665.89,2024-03-24 10:00:00
8400.81,9243.57,1405.6,116.8,19166.78,2024-03-24 11:00:00
7562.24,9216.38,1426.67,50.64,18255.92,2024-03-24 12:00:00
6897.09,8648.28,1303.68,109.11,16958.16,2024-03-24 13:00:00
7136.66,8913.57,1210.96,109.69,17370.88,2024-03-24 14:00:00
6853.11,9138.5,1243.66,86.44,17321.71,2024-03-24 15:00:00
7029.67,9063.93,1382.69,88.86,17565.15,2024-03-24 16:00:00
7859.92,9283.91,1653.2,49.9,18846.93,2024-03-24 17:00:00
8837.46,9413.41,1884.53,54.56,20189.96,2024-03-24 18:00:00
9840.09,9563.21,2173.08,61.03,21637.41,2024-03-24 19:00:00
10789.65,10293.67,2387.87,66.96,23538.15,2024-03-24 20:00:00
10872.22,10347.97,2360.7,66.46,23647.35,2024-03-24 21:00:00
10594.6,10306.96,2275.8,63.94,23241.3,2024-03-24 22:00:00
10024.25,9850.19,2122.29,60.41,22057.14,2024-03-24 23:00:00
9431.12,9540.02,1972.02,58.78,21001.93,2024-03-25 00:00:00
9135.02,9045.4,1993.38,58.64,20232.45,2024-03-25 01:00:00
9034.54,8776.29,1949.51,59.47,19819.82,2024-03-25 02:00:00
9009.46,8696.08,1992.51,61.2,19759.24,2024-03-25 03:00:00
9052.78,8670.89,1875.74,64.02,19663.43,2024-03-25 04:00:00
9123.34,8893.72,1869.94,69.14,19956.13,2024-03-25 05:00:00
9575.41,9524.81,1994.55,76.48,21171.25,2024-03-25 06:00:00
10495.68,10494.03,2196.91,84.35,23270.97,2024-03-25 07:00:00
11378.76,10868.84,2266.48,86.16,24600.24,2024-03-25 08:00:00
11524.2,10897.77,2047.81,122.32,24592.09,2024-03-25 09:00:00
10448.57,10833.13,1706.09,129.97,23117.76,2024-03-25 10:00:00
9522.89,10964.56,1553.74,93.83,22135.02,2024-03-25 11:00:00
8824.7,10466.97,1491.57,60.18,20843.43,2024-03-25 12:00:00
8490.88,10130.21,1491.11,104.08,20216.27,2024-03-25 13:00:00
7915.75,10175.07,1398.0,84.32,19573.14,2024-03-25 14:00:00
7799.85,9857.28,1263.87,60.66,18981.66,2024-03-25 15:00:00
8074.46,10059.77,1394.4,51.46,19580.1,2024-03-25 16:00:00
8381.55,10125.02,1764.34,53.43,20324.34,2024-03-25 17:00:00
9336.45,10293.48,2127.97,57.16,21815.06,2024-03-25 18:00:00
10436.9,10537.34,2298.7,58.99,23331.93,2024-03-25 19:00:00
11279.51,11196.45,2476.49,65.23,25017.68,2024-03-25 20:00:00
11386.97,11083.94,2430.84,64.82,24966.57,2024-03-25 21:00:00
11087.28,10794.71,2324.5,62.43,24268.92,2024-03-25 22:00:00
10572.62,10185.98,2154.98,60.31,22973.89,2024-03-25 23:00:00
9828.74,9681.49,2011.63,58.0,21579.83,2024-03-26 00:00:00
9619.95,9300.25,2056.84,57.14,21034.19,2024-03-26 01:00:00
9398.43,8854.81,2002.3,57.31,20312.86,2024-03-26 02:00:00
9530.71,8610.59,2040.3,58.53,20240.14,2024-03-26 03:00:00
9428.06,8587.62,1975.95,60.35,20051.98,2024-03-26 04:00:00
9381.35,8718.56,1927.95,64.97,20092.82,2024-03-26 05:00:00
9859.74,9315.02,1947.62,72.67,21195.06,2024-03-26 06:00:00
10662.37,10295.84,2144.92,80.49,23183.62,2024-03-26 07:00:00
11550.15,10698.64,2219.19,83.21,24551.19,2024-03-26 08:00:00
11293.47,10549.42,2103.14,120.45,24066.48,2024-03-26 09:00:00
10260.39,10444.72,2094.04,125.37,22924.52,2024-03-26 10:00:00
9550.05,10744.69,1963.35,120.98,22379.05,2024-03-26 11:00:00
8946.74,10598.42,1704.49,87.44,21337.09,2024-03-26 12:00:00
8296.81,10450.0,1433.04,103.22,20283.07,2024-03-26 13:00:00
8036.13,10329.78,1518.42,83.23,19967.56,2024-03-26 14:00:00
7226.91,10391.28,1555.03,54.78,19228.0,2024-03-26 15:00:00
6855.73,9819.23,1607.71,38.98,18321.67,2024-03-26 16:00:00
7557.71,9393.45,1591.55,43.14,18585.85,2024-03-26 17:00:00
9033.15,9504.22,1883.77,40.6,20461.74,2024-03-26 18:00:00
10445.92,10096.28,2203.29,15.43,22760.93,2024-03-26 19:00:00
11270.57,11086.11,2432.9,16.27,24805.84,2024-03-26 20:00:00
11451.34,11122.47,2415.66,58.54,25048.01,2024-03-26 21:00:00
11087.46,10807.26,2318.96,61.97,24275.65,2024-03-26 22:00:00
10478.49,10304.57,2146.42,59.19,22988.67,2024-03-26 23:00:00
9848.22,9730.11,1982.49,57.85,21618.66,2024-03-27 00:00:00
9657.81,9145.66,2022.32,57.57,20883.35,2024-03-27 01:00:00
9440.29,9036.77,2013.32,58.39,20548.77,2024-03-27 02:00:00
9278.83,8848.74,1942.95,60.95,20131.46,2024-03-27 03:00:00
9311.49,8879.49,1840.84,63.72,20095.54,2024-03-27 04:00:00
9509.49,9021.67,1915.42,69.47,20516.04,2024-03-27 05:00:00
10131.06,9657.39,1998.35,77.58,21864.38,2024-03-27 06:00:00
10936.99,10433.13,2175.6,86.36,23632.08,2024-03-27 07:00:00
11636.88,10773.77,2239.83,88.63,24739.11,2024-03-27 08:00:00
11508.96,11404.65,2119.06,132.42,25165.09,2024-03-27 09:00:00
10557.62,11419.78,1577.91,126.63,23681.95,2024-03-27 10:00:00
10245.13,11486.18,1218.11,117.71,23067.14,2024-03-27 11:00:00
10083.72,11216.31,1282.46,85.35,22667.84,2024-03-27 12:00:00
9944.5,10981.52,1283.46,77.51,22286.99,2024-03-27 13:00:00
10299.33,10382.87,1345.08,56.3,22083.58,2024-03-27 14:00:00
10257.92,9689.14,1249.62,64.45,21261.13,2024-03-27 15:00:00
10295.51,9743.31,1268.6,46.49,21353.91,2024-03-27 16:00:00
10734.29,9343.9,1730.8,49.93,21858.92,2024-03-27 17:00:00
11155.71,10015.3,1946.07,53.22,23170.31,2024-03-27 18:00:00
11476.62,10435.37,2181.38,56.78,24150.16,2024-03-27 19:00:00
11924.3,11120.97,2391.48,62.36,25499.12,2024-03-27 20:00:00
11918.48,11065.92,2360.98,61.57,25406.95,2024-03-27 21:00:00
11370.83,10832.56,2269.28,59.05,24531.73,2024-03-27 22:00:00
10753.74,10355.94,2106.03,55.95,23271.65,2024-03-27 23:00:00
10124.8,10007.97,2003.48,53.6,22189.84,2024-03-28 00:00:00
10091.01,9282.12,2081.28,51.21,21505.62,2024-03-28 01:00:00
9727.2,8926.12,1972.57,50.09,20675.98,2024-03-28 02:00:00
9456.93,8703.39,1880.03,50.84,20091.21,2024-03-28 03:00:00
9293.49,8530.8,1819.39,52.08,19695.76,2024-03-28 04:00:00
9480.44,8725.16,1895.38,55.7,20156.67,2024-03-28 05:00:00
9969.49,9275.78,2098.69,61.48,21405.43,2024-03-28 06:00:00
10890.79,10187.54,2116.9,67.66,23262.9,2024-03-28 07:00:00
11540.85,10500.86,2388.52,69.98,24500.21,2024-03-28 08:00:00
11330.1,11016.12,2353.29,115.61,24815.12,2024-03-28 09:00:00
10710.53,10922.7,2073.14,117.86,23824.24,2024-03-28 10:00:00
9799.98,10961.13,1950.3,84.96,22796.42,2024-03-28 11:00:00
9082.93,11123.26,1692.6,80.96,21979.76,2024-03-28 12:00:00
8454.05,10926.87,1417.65,79.78,20878.33,2024-03-28 13:00:00
8224.96,10439.72,1258.81,75.2,19998.69,2024-03-28 14:00:00
8490.68,10206.83,1189.48,79.6,19966.59,2024-03-28 15:00:00
8649.69,9689.85,1265.66,48.39,19653.6,2024-03-28 16:00:00
9396.7,9396.06,1536.47,49.3,20378.53,2024-03-28 17:00:00
9958.88,9793.57,1841.87,53.79,21648.1,2024-03-28 18:00:00
10702.4,10345.55,2202.59,57.74,23308.28,2024-03-28 19:00:00
11430.75,11077.02,2391.86,60.34,24959.97,2024-03-28 20:00:00
11492.57,10893.34,2371.39,59.26,24816.57,2024-03-28 21:00:00
11162.75,10608.01,2335.79,56.18,24162.73,2024-03-28 22:00:00
10600.58,10101.39,2138.83,53.83,22894.63,2024-03-28 23:00:00
10067.19,9878.67,2003.52,51.27,22000.65,2024-03-29 00:00:00
9765.89,9211.55,1983.84,49.22,21010.49,2024-03-29 01:00:00
9475.43,8994.02,1903.21,48.85,20421.52,2024-03-29 02:00:00
9160.58,8735.12,1846.39,49.96,19792.05,2024-03-29 03:00:00
9180.58,8627.47,1792.6,51.84,19652.48,2024-03-29 04:00:00
9244.01,8845.3,1826.67,55.3,19971.28,2024-03-29 05:00:00
9681.7,9241.95,1898.13,60.87,20882.65,2024-03-29 06:00:00
10508.56,9938.63,2057.81,67.66,22572.65,2024-03-29 07:00:00
11360.63,10459.55,2165.95,69.33,24055.46,2024-03-29 08:00:00
11798.87,11084.0,2143.5,114.54,25140.9,2024-03-29 09:00:00
11489.94,10989.9,2001.61,120.32,24601.77,2024-03-29 10:00:00
10876.41,10825.92,1538.09,86.58,23327.0,2024-03-29 11:00:00
10509.71,10699.94,1223.84,81.84,22515.31,2024-03-29 12:00:00
10830.95,10195.92,1093.18,110.46,22230.51,2024-03-29 13:00:00
10814.57,10079.11,1092.95,64.59,22051.21,2024-03-29 14:00:00
11105.97,9143.42,1038.42,82.66,21370.46,2024-03-29 15:00:00
11263.05,8580.48,1098.45,49.86,20991.83,2024-03-29 16:00:00
11205.42,8710.29,1442.74,48.9,21407.35,2024-03-29 17:00:00
11140.02,9337.48,1755.32,59.05,22291.87,2024-03-29 18:00:00
11555.26,10005.72,2091.32,56.93,23709.23,2024-03-29 19:00:00
11928.74,10695.08,2300.02,60.82,24984.66,2024-03-29 20:00:00
11907.16,10727.12,2286.37,59.71,24980.36,2024-03-29 21:00:00
11388.22,10627.91,2223.29,58.02,24297.45,2024-03-29 22:00:00
10719.83,10234.27,2099.37,56.78,23110.25,2024-03-29 23:00:00
10063.9,10026.71,1996.66,53.81,22141.08,2024-03-30 00:00:00
9831.06,9353.84,1984.53,52.02,21221.45,2024-03-30 01:00:00
9552.42,8996.33,1906.03,51.95,20506.72,2024-03-30 02:00:00
9151.33,8808.98,1824.96,51.83,19837.1,2024-03-30 03:00:00
9119.36,8803.22,1815.95,52.53,19791.06,2024-03-30 04:00:00
9034.22,8743.38,1757.33,53.86,19588.78,2024-03-30 05:00:00
9155.88,8826.1,1828.43,57.34,19867.75,2024-03-30 06:00:00
9539.41,9090.94,1847.07,62.73,20540.15,2024-03-30 07:00:00
9835.11,9473.07,1957.92,65.56,21331.66,2024-03-30 08:00:00
9767.37,10395.69,2219.91,68.24,22451.22,2024-03-30 09:00:00
9230.39,10528.01,2542.63,69.8,22370.83,2024-03-30 10:00:00
8154.21,11094.95,2728.28,71.27,22048.71,2024-03-30 11:00:00
7768.39,11333.96,2591.99,72.42,21766.74,2024-03-30 12:00:00
7555.03,11369.05,2458.49,75.32,21457.89,2024-03-30 13:00:00
7278.69,11105.4,2315.32,76.88,20776.28,2024-03-30 14:00:00
7273.14,10278.36,2110.83,75.21,19737.54,2024-03-30 15:00:00
7730.58,9757.87,2082.74,75.77,19646.95,2024-03-30 16:00:00
8050.84,9302.06,2115.06,76.73,19544.69,2024-03-30 17:00:00
9387.35,9667.98,2211.31,76.33,21342.96,2024-03-30 18:00:00
10291.74,10099.8,2288.52,79.89,22759.94,2024-03-30 19:00:00
10637.39,10665.31,2436.28,82.82,23821.79,2024-03-30 20:00:00
10852.72,10696.03,2426.44,81.74,24056.93,2024-03-30 21:00:00
10550.07,10686.9,2347.34,78.51,23662.83,2024-03-30 22:00:00
10085.82,10344.68,2218.65,75.0,22724.15,2024-03-30 23:00:00
9551.85,9895.92,2105.77,71.2,21624.74,2024-03-31 00:00:00
9339.18,9483.64,2073.54,68.0,20964.36,2024-03-31 01:00:00
9085.61,9230.77,1988.92,66.75,20372.05,2024-03-31 02:00:00
8842.51,8996.33,1959.71,66.0,19864.54,2024-03-31 03:00:00
8681.85,8827.24,1886.5,66.77,19462.35,2024-03-31 04:00:00
8685.52,8738.33,1871.67,68.7,19364.23,2024-03-31 05:00:00
8815.48,8739.24,1855.94,72.8,19483.47,2024-03-31 06:00:00
9172.79,8844.99,1883.58,78.01,19979.36,2024-03-31 07:00:00
9395.75,8953.19,1973.16,81.23,20403.33,2024-03-31 08:00:00
9590.59,9424.95,2007.4,91.69,21114.63,2024-03-31 09:00:00
8693.4,9665.62,2036.1,96.24,20491.37,2024-03-31 10:00:00
7410.3,10130.02,1885.09,121.58,19546.99,2024-03-31 11:00:00
6439.85,10342.43,1814.35,118.97,18715.62,2024-03-31 12:00:00
6020.89,10629.86,1778.21,111.04,18540.0,2024-03-31 13:00:00
6062.92,9892.99,1799.94,97.76,17853.61,2024-03-31 14:00:00
6216.9,9715.32,1808.23,78.2,17818.65,2024-03-31 15:00:00
7055.74,9500.47,1594.0,47.34,18197.55,2024-03-31 16:00:00
7310.75,8823.86,1732.82,49.71,17917.12,2024-03-31 17:00:00
8351.76,8617.31,1874.59,52.38,18896.05,2024-03-31 18:00:00
9321.96,9093.61,2136.32,56.41,20608.3,2024-03-31 19:00:00
10227.45,10047.07,2316.2,62.82,22653.54,2024-03-31 20:00:00
10444.72,10307.6,2309.4,63.48,23125.21,2024-03-31 21:00:00
10228.25,10156.95,2230.71,61.98,22677.9,2024-03-31 22:00:00
9699.26,9721.18,2089.99,59.92,21570.34,2024-03-31 23:00:00
9009.09,9271.02,1972.0,57.28,20309.38,2024-04-01 00:00:00
8966.57,8907.61,1972.67,57.13,19903.98,2024-04-01 01:00:00
8705.65,8724.92,1893.81,57.8,19382.18,2024-04-01 02:00:00
8703.72,8717.6,1829.4,58.48,19309.19,2024-04-01 03:00:00
8758.17,8722.47,1803.5,60.35,19344.49,2024-04-01 04:00:00
8950.51,8863.86,1854.81,64.51,19733.69,2024-04-01 05:00:00
9540.17,9412.14,1897.27,70.32,20919.91,2024-04-01 06:00:00
10395.17,10280.79,2098.07,73.37,22847.39,2024-04-01 07:00:00
10966.39,10603.13,2253.16,73.41,23896.08,2024-04-01 08:00:00
10628.04,10366.33,2024.58,82.33,23101.28,2024-04-01 09:00:00
9515.25,9875.31,1780.23,106.79,21277.58,2024-04-01 10:00:00
8340.04,9506.71,1579.8,119.55,19546.12,2024-04-01 11:00:00
7776.08,10066.69,1291.21,115.2,19249.18,2024-04-01 12:00:00
7009.85,10303.08,1197.62,111.3,18621.86,2024-04-01 13:00:00
6862.0,10605.56,1340.47,64.89,18872.91,2024-04-01 14:00:00
6771.17,10411.89,1322.1,67.8,18572.97,2024-04-01 15:00:00
7263.97,10251.92,1245.28,45.57,18806.74,2024-04-01 16:00:00
7941.75,9330.69,1576.36,50.4,18899.2,2024-04-01 17:00:00
9051.93,9806.92,1846.09,59.44,20764.38,2024-04-01 18:00:00
10495.12,10186.26,2190.34,56.47,22928.2,2024-04-01 19:00:00
11232.91,10963.05,2391.63,61.84,24649.43,2024-04-01 20:00:00
10951.55,11095.45,2377.19,61.54,24485.72,2024-04-01 21:00:00
10426.01,10847.09,2286.79,58.98,23618.87,2024-04-01 22:00:00
9703.03,10293.1,2118.89,56.56,22171.59,2024-04-01 23:00:00
9174.4,9744.65,1970.42,54.93,20944.39,2024-04-02 00:00:00
9354.39,9318.57,1972.51,54.49,20699.96,2024-04-02 01:00:00
9410.0,8986.92,1945.02,54.28,20396.21,2024-04-02 02:00:00
9040.37,8898.35,1830.22,54.95,19823.9,2024-04-02 03:00:00
8935.98,8814.37,1826.59,56.01,19632.95,2024-04-02 04:00:00
9122.5,9074.02,1834.86,60.59,20091.97,2024-04-02 05:00:00
9672.67,9653.78,1958.89,66.94,21352.28,2024-04-02 06:00:00
10459.34,10373.76,2215.83,73.63,23122.55,2024-04-02 07:00:00
10995.8,10367.78,2331.83,77.37,23772.78,2024-04-02 08:00:00
10271.8,10663.98,2317.16,128.37,23381.31,2024-04-02 09:00:00
9355.34,11105.31,2022.98,120.49,22604.11,2024-04-02 10:00:00
8350.94,10588.45,1816.19,61.62,20817.2,2024-04-02 11:00:00
7920.81,10907.25,1501.03,53.02,20382.11,2024-04-02 12:00:00
8116.84,11015.05,1101.36,107.54,20340.79,2024-04-02 13:00:00
8061.49,10942.59,992.33,94.27,20090.68,2024-04-02 14:00:00
8057.91,10047.43,1128.14,80.95,19314.43,2024-04-02 15:00:00
7681.12,9122.59,1287.92,47.38,18139.01,2024-04-02 16:00:00
8144.95,9193.82,1614.31,50.08,19003.16,2024-04-02 17:00:00
9324.24,9926.54,1972.84,53.17,21276.79,2024-04-02 18:00:00
10588.62,10581.48,2226.43,54.62,23451.15,2024-04-02 19:00:00
11294.57,11259.69,2396.39,58.83,25009.48,2024-04-02 20:00:00
11523.65,11238.38,2312.08,58.16,25132.26,2024-04-02 21:00:00
10548.11,10892.34,2229.68,54.72,23724.84,2024-04-02 22:00:00
9965.84,10383.64,2154.49,51.51,22555.48,2024-04-02 23:00:00
9758.43,9906.76,2038.11,48.81,21752.1,2024-04-03 00:00:00
9579.24,9322.92,2004.57,47.41,20954.14,2024-04-03 01:00:00
9503.39,8982.7,1986.84,47.3,20520.23,2024-04-03 02:00:00
9174.43,8806.05,1960.9,48.86,19990.24,2024-04-03 03:00:00
9371.44,8643.23,1917.45,50.63,19982.75,2024-04-03 04:00:00
9105.04,8810.09,1828.94,54.87,19798.94,2024-04-03 05:00:00
9541.21,9334.48,1912.74,61.86,20850.28,2024-04-03 06:00:00
10441.97,10145.0,2110.65,68.86,22766.48,2024-04-03 07:00:00
11112.02,10373.16,2316.08,74.25,23875.51,2024-04-03 08:00:00
10733.54,10856.97,2118.18,96.17,23804.86,2024-04-03 09:00:00
9891.29,10863.96,1781.49,89.14,22625.88,2024-04-03 10:00:00
9095.08,11008.12,1540.91,83.54,21727.65,2024-04-03 11:00:00
8325.18,11640.03,1312.5,80.82,21358.53,2024-04-03 12:00:00
